JOBNAME,ISSUE_NO,UPDATE_TIME,REST_PTR,NODE_NUM,NODE_NAME,TYPE,STIFFNESS,GAP,FRIC_COEF,CNODE,XCOSINE,YCOSINE,ZCOSINE
21MARCH2023,,20240528 110018,164,973,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,165,974,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,166,975,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,167,976,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,167,976,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,168,977,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,169,978,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,170,979,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,171,981,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,172,982,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,172,982,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,173,983,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,174,984,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,175,985,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,176,986,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,177,987,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,177,987,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,178,988,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,179,989,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,214,990,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,180,991,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,181,992,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,182,993,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,182,993,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,183,994,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,184,995,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,185,996,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,186,997,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,187,998,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,187,998,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,188,999,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,189,1001,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,190,1002,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,191,1003,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,192,1004,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,192,1004,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,193,1005,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,194,1006,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,195,1007,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,196,1008,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,197,1009,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,197,1009,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,215,1010,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,198,1011,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,199,1012,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,200,1013,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,201,1014,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,202,1015,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,202,1015,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,203,1016,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,204,1017,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,205,1018,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,206,1019,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,207,1021,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,207,1021,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,208,1022,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,209,1023,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,210,1024,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,211,1025,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,216,1030,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,217,1040,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,217,1040,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,218,1060,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,219,1075,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,220,1090,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,221,1101,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,222,1102,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,222,1102,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,223,1103,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,224,1104,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,225,1105,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,226,1106,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,227,1107,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,227,1107,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,228,1108,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,229,1109,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,252,1110,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,252,1110,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,230,1111,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,231,1112,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,232,1113,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,232,1113,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,233,1114,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,234,1115,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,235,1116,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,236,1117,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,237,1118,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,237,1118,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,238,1119,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,239,1121,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,240,1122,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,241,1123,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,242,1124,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,242,1124,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,243,1125,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,244,1126,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,245,1127,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,246,1128,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,247,1129,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,247,1129,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,248,1131,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,249,1132,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,250,1133,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,251,1134,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,253,1135,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,254,1140,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,255,1160,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,256,1180,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,257,1200,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,257,1200,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,258,1220,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,259,1230,,ANC,-1.01,-1.01,-1.01,-1.010100007,-1.01,-1.01,-1.01
21MARCH2023,,20240528 110018,260,1240,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,261,1260,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,262,1280,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,263,1300,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,264,1320,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,264,1320,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,265,1340,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,266,1360,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,267,1380,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,268,1395,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,269,1410,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,269,1410,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,270,1430,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,271,1450,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,272,1451,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,273,1452,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,274,1453,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,274,1453,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,275,1454,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,276,1455,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,277,1456,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,278,1457,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,279,1458,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,279,1458,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,280,1459,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,324,1460,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,324,1460,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,281,1461,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,282,1462,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,283,1463,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,284,1464,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,284,1464,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,285,1465,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,286,1466,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,287,1467,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,288,1468,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,289,1469,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,289,1469,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,290,1471,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,291,1472,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,292,1473,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,293,1474,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,294,1475,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,294,1475,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,295,1476,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,296,1477,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,297,1478,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,298,1479,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,325,1480,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,299,1481,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,299,1481,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,300,1482,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,301,1483,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,302,1484,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,303,1485,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,304,1486,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,304,1486,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,305,1487,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,306,1488,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,307,1489,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,308,1491,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,309,1492,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,309,1492,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,310,1493,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,311,1494,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,312,1495,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,313,1496,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,314,1497,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,314,1497,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,315,1498,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,316,1499,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,326,1500,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,317,1501,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,318,1502,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,319,1503,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,319,1503,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,320,1504,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,321,1505,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,322,1506,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,323,1507,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,327,1520,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,328,1540,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,329,1560,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,329,1560,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,330,1570,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,331,1571,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,332,1572,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,333,1573,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,334,1574,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,334,1574,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,335,1575,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,336,1576,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,337,1577,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,338,1578,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,339,1579,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,339,1579,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,368,1580,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,340,1581,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,341,1582,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,342,1583,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,343,1584,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,344,1585,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,344,1585,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,345,1586,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,346,1587,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,347,1588,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,348,1589,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,369,1590,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,369,1590,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
