JOBNAME,ISSUE_NO,UPDATE_TIME,REST_PTR,NODE_NUM,NODE_NAME,TYPE,STIFFNESS,GAP,FRIC_COEF,CNODE,XCOSINE,YCOSINE,ZCOSINE
21MARCH2023,,20240528 110018,349,1591,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,349,1591,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,350,1592,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,351,1593,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,352,1594,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,353,1595,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,354,1596,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,354,1596,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,355,1597,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,356,1598,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,357,1599,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,371,1600,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,358,1601,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,359,1602,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,359,1602,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,360,1603,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,361,1604,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,362,1605,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,363,1606,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,364,1607,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,364,1607,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,365,1608,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,366,1609,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,373,1610,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,367,1611,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,370,1612,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,372,1613,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,374,1615,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,374,1615,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,375,1620,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,376,1630,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,377,1640,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,378,1645,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,379,1650,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,379,1650,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,380,1655,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,381,1660,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,382,1665,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,383,1670,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,384,1680,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,384,1680,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,385,1682,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,386,1684,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,387,1686,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,388,1690,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,389,1700,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,389,1700,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,390,1720,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,391,1740,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,392,1755,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,393,1770,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,394,1790,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,394,1790,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,395,1791,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,396,1792,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,397,1793,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,398,1794,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,399,1795,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,399,1795,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,400,1796,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,401,1797,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,402,1798,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,403,1799,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,442,1800,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,404,1801,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,404,1801,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,405,1802,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,406,1803,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,407,1804,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,408,1805,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,409,1806,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,409,1806,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,410,1807,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,411,1808,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,412,1809,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,413,1811,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,414,1812,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,414,1812,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,415,1813,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,416,1814,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,417,1815,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,418,1816,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,419,1817,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,419,1817,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,420,1818,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,421,1819,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,443,1820,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,422,1821,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,423,1822,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,424,1823,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,424,1823,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,425,1824,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,426,1825,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,427,1826,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,428,1827,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,429,1828,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,429,1828,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,430,1829,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,431,1831,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,432,1832,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,433,1833,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,434,1834,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,434,1834,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,435,1835,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,436,1836,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,437,1837,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,438,1838,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,439,1839,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,439,1839,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,444,1840,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,444,1840,,GUI,-1.01,-1.01,-1.01,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,440,1841,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,441,1842,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,445,1855,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,446,1857,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,447,1860,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,448,1863,,+Y,-1.01,-1.01,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,449,1866,,+Y,-1.01,-1.01,0.10,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,449,1866,,GUI,-1.01,-1.01,0.10,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,450,1960,,+Y,275000.00,-1.01,0.10,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,450,1960,,GUI,275000.00,16.25,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,451,2014,,ANC,-1.01,-1.01,-1.01,2015,-1.01,-1.01,-1.01
21MARCH2023,,20240528 110018,452,2030,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,452,2030,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,453,2070,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,453,2070,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,454,2072,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,454,2072,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,455,2074,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,455,2074,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,456,2076,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,456,2076,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,457,2080,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,457,2080,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,458,2090,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,458,2090,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,459,2110,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,459,2110,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,460,2120,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,460,2120,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,461,2121,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,461,2121,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,462,2122,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,462,2122,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,463,2123,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,463,2123,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,464,2124,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,464,2124,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,465,2125,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,465,2125,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,466,2130,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,466,2130,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,467,2150,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,467,2150,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,468,2160,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,468,2160,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,469,2180,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,469,2180,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,470,2195,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,470,2195,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,471,2200,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,471,2200,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,472,2220,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,472,2220,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,473,2230,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,473,2230,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,474,2240,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,474,2240,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,475,2250,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,475,2250,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,476,2262,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,476,2262,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,477,2264,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,477,2264,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,478,2266,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,478,2266,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,479,2270,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,479,2270,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,480,2290,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,480,2290,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,481,2300,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,481,2300,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,482,2310,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,482,2310,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,483,2320,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,483,2320,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,484,2330,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,484,2330,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,485,2340,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,485,2340,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,486,2350,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,486,2350,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,487,2360,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,487,2360,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,488,2370,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,488,2370,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,489,2380,,Y,150000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,489,2380,,GUI,150000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,490,2420,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,491,2445,,+Y,500000.00,-1.01,0.20,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,492,2460,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,493,2480,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,494,2510,,Y,-1.01,1.00,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,495,2610,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,496,2640,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,497,2670,,+Y,500000.00,-1.01,0.70,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,498,2710,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,503,3010,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,504,3040,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,505,3070,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,505,3070,,GUI,500000.00,-1.01,0.40,-1.010100007,1.00,0.00,0.00
21MARCH2023,,20240528 110018,506,3110,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,499,4070,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,499,4070,,GUI,500000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
21MARCH2023,,20240528 110018,500,4090,,Y,-1.01,1.00,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,501,4250,,Y,-1.01,1.00,-1.01,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,502,4260,,+Y,500000.00,-1.01,0.40,-1.010100007,0.00,1.00,0.00
21MARCH2023,,20240528 110018,502,4260,,GUI,500000.00,-1.01,0.40,-1.010100007,1.00,-1.01,-1.01
